timestamp,strictlyConfidential,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2021-03-02T02:00:01.00037Z,10,37.89956672,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,21.64868849,34.74871252,51.14184682,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,PolkaDot Patterson,Jessica Telephone,Baby Doyle,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T02:34:01.005561Z,10,37.89956672,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T02:52:01.003913Z,10,37.89956672,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,51.14184682,21.64868849,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,Baby Doyle,PolkaDot Patterson,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T06:47:01.000113Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T07:59:01.000091Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,31.81107056,35.53448487,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Hahn Fox,Thomas Dracaena,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T08:00:01.003186Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T08:35:01.00144Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,31.81107056,35.53448487,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Hahn Fox,Thomas Dracaena,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T08:39:01.003104Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,35.53448487,31.81107056,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Thomas Dracaena,Hahn Fox,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T08:42:01.001574Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,21.64868849,51.14184682,19.56651806,31.81107056,35.53448487,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,PolkaDot Patterson,Baby Doyle,Jaylen Hotdogfingers,Hahn Fox,Thomas Dracaena,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
2021-03-02T09:00:01.000153Z,10,38.42648185,24.41360921,22.64055978,32.67979081,29.44108153,22.78814165,25.19293768,34.74871252,51.14184682,21.64868849,19.56651806,31.81107056,35.53448487,36.08492767,32.61251653,26.32131728,26.89072751,40.30765964,26.21840157,50.9987361,Nagomi Mcdaniel,York Silk,Sexton Wheerer,Aldon Cashmoney,Pitching Machine,Wyatt Glover,Valentine Games,Jessica Telephone,Baby Doyle,PolkaDot Patterson,Jaylen Hotdogfingers,Hahn Fox,Thomas Dracaena,Dudley Mueller,Jaxon Buckley,Howell Franklin,Conner Haley,Alston Cerveza,Nerd Pacheco,Commissioner Vapor
